Date,South Influent Flow,Vista Guage Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),South Manhole Level (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
3/27/23,15.52,4.993847464,4375.893773,4.950086668,4375.813163,9.730913961,615,118,729,0,0,0
3/28/23,14.98,4.897244348,4375.797167,4.91334497,4375.858614,9.708471444,597,110,704,0.07,0,0
3/29/23,15.09,4.97946272,4375.879384,4.958752206,4375.839878,8.67729166,597,118,725,0.09,1.1,0
3/30/23,14.44,4.921906387,4375.821835,4.940034719,4375.783324,9.768256835,572,111,706,0,0,0
3/31/23,15.54,4.776915102,4375.676793,4.88353564,4375.655858,9.975910476,532,97.6,664,0,0,0
4/1/23,14.53,4.714176721,4375.614136,4.755979226,4375.574249,10.22837424,531,93.2,649,0,0,0
4/2/23,14.89,5.00972274,4375.909588,4.67417661,4375.813875,10.1404938,638,95.8,738,0.02,0.2,0
4/3/23,16.17,5.121733144,4376.021593,4.913864713,4375.97207,9.893886953,668,97.9,770,0.07,0.4,0
4/4/23,14.56,4.953240891,4375.853153,5.072096985,4376.21706,9.099809574,613,90,715,0,0,0
4/5/23,14.58,4.891299829,4375.7912,5.317157712,4376.77308,9.965070699,599,83,701,0,0,0
4/6/23,15.40,4.888526831,4375.788462,5.873136876,4377.236486,9.783279247,626,80.7,706,0,0,0
4/7/23,14.62,5.026221838,4375.926123,6.336568443,4377.740997,8.959431693,684,82.9,748,0,0,0
4/8/23,14.25,4.966568384,4375.866546,6.841074504,4377.899902,9.888994878,665,82.6,732,0,0,0
4/9/23,14.89,5.318648223,4376.218507,7,4377.833633,10.06671535,823,88,855,0,0,0
4/10/23,14.99,6.059705387,4376.959593,6.933795557,4377.846644,9.505540192,1200,110,1170,0,0,0
4/11/23,15.37,7.484852667,4378.38478,6.946793812,4378.215847,9.470389512,1840,142,1780,0,0,0
4/12/23,14.51,8.481230471,4379.381141,7.31594454,4378.94257,8.251579643,2320,149,2310,0,0,0
4/13/23,14.40,8.190745179,4379.090678,8.04263434,4379.08099,9.432797141,2120,125,2130,0,0,0
4/14/23,14.82,7.83771228,4378.737635,8.181109045,4379.106516,9.307257845,1960,112,1930,0,0,0
4/15/23,14.46,7.711889106,4378.611766,8.206585899,4378.941884,10.59638214,1930,107,1870,0,0,0
4/16/23,14.27,7.938318891,4378.83821,8.041941235,4379.018215,10.91150435,2080,108,2020,0,0,0
4/17/23,16.07,8.284506127,4379.184391,8.118197461,4379.203263,9.879341074,2240,115,2200,0,0,0
4/18/23,15.02,7.998596225,4378.898462,8.303292767,4379.146467,9.59591944,2040,105,2030,0.09,0.7,1.2
4/19/23,14.55,7.543015585,4378.442931,8.246620572,4379.574118,8.736079764,1790,92,1770,0,0,0
4/20/23,14.90,7.331438458,4378.231358,8.67434992,4379.671743,9.104138729,1720,75.3,1660,0,0,0
4/21/23,14.32,7.376689778,4378.276589,8.771750174,4379.664317,9.028818319,1770,67,1690,0,0,0
4/22/23,14.65,7.806031211,4378.705897,8.764471459,4379.814729,10.45314281,2010,74.1,1950,0,0,0
4/23/23,14.37,8.507590986,4379.407501,8.914904756,4380.709046,11.08270624,2440,93.5,2360,0,0,0
4/24/23,15.82,9.185390006,4380.085291,9.809012003,4381.66936,10.66132871,2790,135,2730,0,0,0
4/25/23,15.52,9.590207949,4380.490135,10.76932426,4382.386891,9.027218912,2960,165,2970,0,0,0
4/26/23,14.77,9.625147302,4380.525055,11.48682844,4382.600098,8.262266527,3010,168,2980,0,0,0
4/27/23,14.05,9.622772941,4380.522658,11.69999981,4382.600098,9.755666841,3080,168,2980,0,0,0
4/28/23,15.27,9.825649876,4380.725577,11.69999981,4382.213206,10.10673728,3220,188,3120,0,0,0
4/29/23,14.82,10.18334494,4381.083254,11.31317176,4381.935639,10.15215585,3480,233,3390,0,0,0
4/30/23,14.70,10.62391676,4381.523784,11.03570204,4381.769099,11.2103993,3800,290,3680,0,0,0
5/1/23,15.51,10.70017326,4381.600043,10.86932421,4381.64628,10.91550736,3730,301,3730,0.17,0,0
5/2/23,17.38,10.76516471,4381.665103,10.74644723,4381.393659,10.84828132,3440,341,3760,0.68,0,0
5/3/23,18.84,10.15336224,4381.053279,10.49376085,4380.946016,12.03354703,2750,318,3310,0.39,0.5,0
5/4/23,16.09,9.12944543,4380.029365,10.04610049,4380.375291,11.22801148,2360,170,2670,0,0,0
5/5/23,16.41,8.535181897,4379.43507,9.475389788,4379.664964,10.21123567,2090,127,2340,0,0,0
5/6/23,15.76,8.019306779,4378.919204,8.764991288,4379.113271,10.73248729,1850,104,2070,0.01,0,0
5/7/23,15.61,7.752651654,4378.652546,8.213344981,4379.063667,12.00137624,1720,93.7,1910,0,0,0
5/8/23,17.24,7.547105735,4378.446992,8.16360487,4379.535444,10.96107928,1610,88.6,1800,0,0,0
5/9/23,14.67,7.40145575,4378.301415,8.635528287,4380.486174,11.69568386,1550,81.5,1720,0,0,0
5/10/23,17.01,7.28357017,4378.183494,9.586308349,4381.154953,10.72300793,1500,80.4,1660,0,0,0
5/11/23,14.70,7.388630843,4378.28854,10.25511241,4381.425751,11.06399144,1560,79.5,1720,0,0,0
5/12/23,17.06,7.627902922,4378.52783,10.52582332,4381.706535,13.24064723,1690,79,1870,0,0,0
5/13/23,14.79,8.364679332,4379.264612,10.80658597,4381.769099,11.75045351,2120,93.1,2300,0,0,0
5/14/23,16.30,9.134713933,4380.034663,10.86932421,4381.765109,11.351032,2590,135,2720,0.08,0,0
5/15/23,16.16,9.510017377,4380.409913,10.86533777,4382.152375,10.85316568,2830,165,2940,0,0,0
5/16/23,16.53,10.29161168,4381.191435,11.25251284,4382.779514,11.43856284,3440,249,3470,0,0,0
5/17/23,15.77,10.9658579,4381.865763,11.87954963,4383.489309,10.33091202,3980,336,3940,0,0,0
5/18/23,16.05,11.03726166,4381.93714,12.58942799,4383.67382,11.5285226,3880,348,3960,0,0,0
5/19/23,16.53,10.74003466,4381.639934,12.77382989,4383.343348,9.848688196,3720,311,3780,0,0,0
5/20/23,15.69,11.16949744,4382.069434,12.44350092,4383.135833,10.48670333,4150,373,4100,0,0,0
5/21/23,15.80,11.91837093,4382.81823,12.23587516,4383.226083,11.96905181,4620,494,4660,0.05,0,0
5/22/23,16.70,12.27746973,4383.177409,12.32616953,4383.481958,11.69700375,4790,556,4900,0,0,0
5/23/23,16.43,12.36949741,4383.269368,12.58197552,4383.337836,11.70227575,4770,564,4920,0,0,0
5/24/23,16.47,11.65961867,4382.559498,12.4377815,4382.852195,10.76545951,4290,447,4380,0,0,0
5/25/23,15.97,11.05095323,4381.95083,11.95233971,4382.699707,11.16556441,3830,354,3930,0,0,0
5/26/23,16.34,10.70641253,4381.606298,11.80000019,4382.0126,11.09242516,3570,310,3690,0.33,0,0
5/27/23,17.17,10.47105732,4381.370977,11.1126516,4381.6619,10.09375314,3370,292,3550,0.07,0,0
5/28/23,15.16,10.44142122,4381.341266,10.76204511,4381.826347,10.84796257,3370,284,3520,0.2,0,0
5/29/23,16.72,10.25944542,4381.159341,10.92651653,4381.775691,12.58765664,3220,304,3470,0.37,0,0
5/30/23,17.49,10.19722717,4381.097187,10.87591,4381.579952,13.19709235,3300,295,3480,0,0,0
5/31/23,16.92,9.996083207,4380.896072,10.68006963,4381.139482,11.40847206,3260,246,3200,0.09,0,0
6/1/23,16.91,9.760883868,4380.660828,10.23951487,4381.157725,13.83123721,2980,218,3040,0,0,0
6/2/23,16.56,9.42532061,4380.325237,10.25788537,4381.169666,12.15031366,2700,192,2840,0,0,0
6/3/23,16.45,9.199809402,4380.099686,10.26967045,4380.907015,10.56438862,2560,177,2720,0,0,0
6/4/23,15.67,9.340103987,4380.240008,10.00710541,4380.678665,11.47377056,2650,186,2800,0,0,0
6/5/23,16.40,9.370051956,4380.269951,9.778682577,4380.663972,12.38080013,2630,191,2810,0.03,0,0
6/6/23,16.94,9.436464467,4380.336306,9.764124837,4380.699707,12.19616193,2670,198,2850,0.01,0,0
6/7/23,16.10,9.260121342,4380.160025,9.800000191,4380.761986,10.58297337,2520,191,2740,0,0,0
6/8/23,23.35,8.883778212,4379.783646,9.862218206,4381.057627,11.3885865,2280,177,2530,0.03,0,0
6/9/23,24.84,8.507417669,4379.407292,10.1578856,4381.006419,11.15067314,2050,164,2320,0,0,0
6/10/23,15.80,8.435580573,4379.335453,10.10658586,4381.073446,10.50724004,2040,167,2300,0.07,0,0
6/11/23,16.38,8.646759038,4379.546661,10.17365696,4380.894681,11.69040638,2160,189,2430,0.3,0,0
6/12/23,18.26,9.149012134,4380.048898,9.994974194,4380.634797,13.46462174,2300,267,2670,0.02,0,0
6/13/23,16.29,8.763448859,4379.663346,9.734835297,4379.932615,11.20048794,2150,221,2470,0.16,0,0
6/14/23,17.15,8.681438497,4379.581341,9.03258243,4379.369106,12.57039302,2110,237,2410,0,0,0
6/15/23,16.49,8.342859638,4379.242801,8.469150951,4379.091012,11.75897194,1970,206,2230,0,0,0
6/16/23,16.88,7.898301581,4378.7982,8.190987908,4378.970335,11.09743959,1750,189,1970,0,0,0
6/17/23,16.21,7.458561553,4378.358435,8.070363909,4378.643466,11.35579042,1540,179,1730,0,0,0
6/18/23,16.05,7.478769511,4378.378658,7.743500805,4378.332191,11.27475986,1560,179,1750,0,0,0
6/19/23,16.47,7.429081445,4378.328995,7.43223565,4378.156968,11.27217617,1480,179,1710,0,0,0
6/20/23,16.60,6.767417675,4377.667322,7.257019018,4377.725643,11.03580372,1200,155,1390,0,0,0
6/21/23,16.39,6.274402046,4377.174339,6.825649824,4377.319755,10.451625,996,145,1190,0,0,0
6/22/23,16.01,5.912651645,4376.812556,6.419930752,4377.199707,10.01525669,840,145,1060,0.01,0,0
6/23/23,16.43,5.829549397,4376.729448,6.300000191,4377.13566,8.885558032,825,143,1030,0,0,0
6/24/23,15.49,5.808180253,4376.708072,6.235701852,4377.038859,9.943841538,797,137,1020,0,0,0
6/25/23,15.08,5.788734848,4376.688624,6.138821358,4376.87336,10.98637256,803,137,1010,0,0,0
6/26/23,16.72,5.777798911,4376.677751,5.973483561,4376.865033,10.6019234,794,136,1010,0,0,0
6/27/23,15.93,5.591594473,4376.491478,5.965164678,4376.835715,9.824316584,713,135,935,0,0,0
6/28/23,15.42,5.422980924,4376.322895,5.935875278,4376.53921,9.338315713,666,129,879,0,0,0
6/29/23,15.82,5.362564998,4376.26246,5.639341454,4376.399902,10.56126855,668,119,861,0,0,0
6/30/23,16.34,5.390935897,4376.290816,5.5,4376.350114,9.085013484,689,122,871,0,0,0
7/1/23,15.94,5.527798953,4376.427709,5.450260013,4376.386891,8.348504553,734,129,918,0,0,0
7/2/23,14.71,5.559774676,4376.459698,5.487001745,4376.421442,9.227773411,744,129,928,0,0,0
7/3/23,16.05,5.529843993,4376.429775,5.52149042,4376.388973,8.867715949,728,129,914,0,0,0
7/4/23,14.87,5.323067615,4376.222946,5.489081466,4376.175969,9.403441668,653,126,843,0,0,0
7/5/23,15.06,5.201005199,4376.100908,5.276083205,4375.989678,9.859531211,614,125,805,0,0,0
7/6/23,15.92,5.040398625,4375.940289,5.089774695,4375.840052,9.686926727,558,121,762,0,0,0
7/7/23,16.33,4.883292896,4375.783193,4.940208029,4375.636423,8.890828204,503,114,720,0,0,0
7/8/23,14.90,4.734367377,4375.634311,4.736568504,4375.41326,9.193808211,447,109,675,0,0,0
7/9/23,15.51,4.684488733,4375.584393,4.513344875,4375.304836,9.573007509,427,111,660,0,0,0
7/10/23,15.95,4.701351834,4375.601239,4.405026087,4375.43616,9.533304884,433,109,664,0,0,0
7/11/23,15.47,4.576048541,4375.475936,4.536221803,4375.446568,9.417474158,394,101,621,0,0,0
7/12/23,15.26,4.456551074,4375.356507,4.546620406,4375.389841,9.3235155,357,99,582,0,0,0
7/13/23,15.42,4.4044887,4375.304427,4.489948017,4375.388106,8.960726091,346,97.2,565,0,0,0
7/14/23,15.58,4.412270333,4375.312205,4.488214916,4375.399902,8.741358739,351,95.5,568,0,0,0
7/15/23,15.13,4.516447152,4375.416338,4.5,4375.399902,9.628721347,395,92.3,603,0,0,0
7/16/23,15.10,4.657608321,4375.557509,4.5,4375.489071,9.592781807,437,88.1,644,0,0,0
7/17/23,15.73,4.64455804,4375.54448,4.589081371,4375.630831,9.441508694,437,86.1,639,0,0,0
7/18/23,15.24,4.611161193,4375.511049,4.731022622,4375.629791,9.251940683,427,83.3,625,0,0,0
7/19/23,15.52,4.537487082,4375.437307,4.729809282,4375.500347,7.76837967,404,80.5,601,0,0,0
7/20/23,14.74,4.406325787,4375.306266,4.600346525,4375.43269,9.111027653,370,70.2,554,0,0,0
7/21/23,15.34,4.324038162,4375.223906,4.532755601,4375.331378,8.908539603,347,66,522,0,0,0
7/22/23,15.06,4.260225314,4375.160116,4.431542526,4375.230413,8.716130322,322,64.6,495,0,0,0
7/23/23,14.67,4.174124746,4375.074066,4.330676071,4375.199707,9.014340804,296,64.8,456,0,0,0
7/24/23,15.56,4.184315371,4375.084273,4.300000191,4375.132553,8.223677806,300,60.2,458,0,0,0
7/25/23,14.20,4.059341463,4374.959209,4.232582256,4375.033828,8.845919039,268,56.1,400,0,0,0
7/26/23,14.68,4.113275545,4375.013196,4.133795366,4375,8.922101908,285,56.1,423,0,0,0
7/27/23,15.09,4.084488776,4374.984349,4.099999905,4375,10.18586631,275,52.7,407,0,0,0
7/28/23,15.04,4.064211507,4374.964043,4.099999905,4375,9.135463829,277,45.2,397,0,0,0
7/29/23,14.73,4.108110912,4375.00802,4.099999905,4375,9.0968116,308,40.7,427,0,0,0
7/30/23,14.38,4.282755694,4375.182595,4.099999905,4375.126331,9.692545091,352,44.2,497,0,0,0
7/31/23,15.33,4.307972341,4375.207802,4.22651655,4375.199707,9.617094658,360,43.3,504,0,0,0
8/1/23,14.43,4.259272081,4375.159191,4.300000191,4375.199707,9.431804585,346,40.7,480,0,0,0
8/2/23,15.16,4.209826604,4375.109817,4.300000191,4375.132725,8.699607391,340,37,463,0,0,0
8/3/23,14.31,4.231317031,4375.131349,4.232755567,4375.167252,8.968919809,344,36.1,465,0,0,0
8/4/23,14.51,4.278214921,4375.178101,4.267417744,4375.13169,9.600906708,355,40.6,489,0,0,0
8/5/23,14.58,4.280311992,4375.18018,4.231715701,4375.16518,9.375151022,340,46.7,483,0,0,0
8/6/23,14.07,4.290727943,4375.19059,4.265338013,4375.199707,9.260528729,345,51.6,490,0,0,0
8/7/23,14.65,4.344107493,4375.243968,4.300000191,4375.263027,8.901913609,352,51,509,0,0,0
8/8/23,13.82,4.281386532,4375.181238,4.363258363,4375.235444,8.773901382,325,47.1,478,0,0,0
8/9/23,14.92,4.238266847,4375.138221,4.335702063,4375.133589,8.168236983,331,42.1,459,0,0,0
8/10/23,13.73,4.213223527,4375.11317,4.233622121,4375.100098,8.292545446,365,33.8,444,0,0,0
8/11/23,14.20,4.207469601,4375.107443,4.199999809,4375.100098,8.748465956,374,35.4,442,0,0,0
8/12/23,13.76,4.235320595,4375.135253,4.199999809,4375.100098,9.078483546,372,40.6,453,0,0,0
8/13/23,13.90,4.241559738,4375.141518,4.199999809,4375.164145,9.1005785,368,43.6,454,0,0,0
8/14/23,14.88,4.321230535,4375.221099,4.264298148,4375.199707,9.113382295,395,47.1,493,0.07,0,0
8/15/23,14.11,4.432114346,4375.332057,4.300000191,4375.332592,7.491137937,402,64.5,527,0,0,0
8/16/23,14.95,4.290606639,4375.190454,4.432755697,4375.333633,6.250253622,376,48.8,469,0,0,0
8/17/23,12.81,4.28644716,4375.18633,4.433795557,4375.366421,7.755212864,379,48.4,469,0,0,0
8/18/23,14.18,4.249064139,4375.148952,4.466551158,4375.595789,8.739324677,365,41.3,450,0.02,0,0
8/19/23,13.83,4.246741742,4375.146671,4.696013989,4375.699707,8.755105901,374,34.3,449,0,0,0
8/20/23,13.19,4.289999995,4375.189908,4.800000191,4375.699707,9.032285009,391,34.8,474,0.21,0,0
8/21/23,15.96,4.654748661,4375.554691,4.800000191,4375.492881,9.633828926,462,71.9,612,0.1,0,0
8/22/23,13.94,4.51639517,4375.416275,4.593067678,4375.316459,8.564531559,427,60.9,559,0.02,0,0
8/23/23,14.17,4.376741761,4375.276651,4.416637861,4375.234576,8.00388885,383,59.8,507,0,0,0
8/24/23,13.96,4.330416001,4375.230261,4.334835513,4375.177351,8.391652231,383,55.4,488,0,0,0
8/25/23,14.00,4.303188962,4375.203036,4.277643171,4375.199707,8.621661225,388,51.9,475,0,0,0
8/26/23,13.61,4.256741855,4375.156555,4.300000191,4375.199707,9.309691368,382,44.5,458,0,0,0
8/27/23,13.87,4.287331071,4375.187184,4.300000191,4375.199707,9.43252873,388,42.4,470,0,0,0
8/28/23,14.86,4.328058987,4375.227898,4.300000191,4375.199707,8.658629474,403,41.6,488,0,0,0
8/29/23,13.95,4.252409012,4375.152312,4.300000191,4375.264068,8.078724869,380,40.1,449,0,0,0
8/30/23,13.76,4.208180228,4375.108097,4.364298223,4375.235444,7.534226261,373,34,431,0,0,0
8/31/23,13.98,4.169844,4375.069768,4.335702063,4375.199707,7.269715974,362,31.7,413,0,0,0
9/1/23,13.75,4.165979195,4375.065889,4.300000191,4375.26615,7.749300201,367,28.2,418,0.11,0,0
9/2/23,13.03,4.495684578,4375.395584,4.366377944,4375.365206,8.488850188,434,66,555,0.09,0,0
9/3/23,13.51,4.587382999,4375.487302,4.465337988,4375.644715,8.669364773,431,91.3,587,0.34,0,0
9/4/23,14.18,4.650190632,4375.550103,4.744887421,4375.517519,9.755051134,431,104,603,0,0,0
9/5/23,15.37,4.465961871,4375.365865,4.617504223,4375.386371,9.369481001,404,73,540,0,0,0
9/6/23,14.61,4.376100504,4375.276019,4.486481815,4375.267884,8.421697678,387,64.3,505,0,0,0
9/7/23,13.97,4.276360508,4375.17624,4.368111044,4375.200227,8.726156345,364,56.5,461,0,0,0
9/8/23,14.25,4.203778069,4375.103777,4.300520121,4375.13566,9.02014462,349,51.5,428,0,0,0
9/9/23,13.90,4.217209637,4375.117182,4.235701852,4375.100098,9.226651315,356,49.1,435,0,0,0
9/10/23,14.34,4.212807568,4375.112769,4.199999809,4375.118569,8.754656988,355,46,433,0,0,0
9/11/23,13.80,4.235441895,4375.135391,4.218544074,4375.166389,8.901981012,366,43,445,0,0,0
9/12/23,14.59,4.232010341,4375.131972,4.26655119,4375.199707,8.786359165,370,35.9,443,0,0,0
9/13/23,13.59,4.190086609,4375.090036,4.300000191,4375.133416,7.780388747,351,39.3,420,0,0,0
9/14/23,13.82,4.135701914,4375.035596,4.23344881,4375.100098,8.320220234,334,40.3,399,0,0,0
9/15/23,13.82,4.114332764,4375.014226,4.199999809,4375.100098,8.73054924,325,41.1,397,0,0,0
9/16/23,13.43,4.201767718,4375.101717,4.199999809,4375.166907,9.04034152,342,45.9,428,0,0,0
9/17/23,13.67,4.218700081,4375.118697,4.267071122,4375.401637,9.375553544,339,49.5,438,0,0,0
9/18/23,14.44,4.260883808,4375.160862,4.501733101,4375.371278,9.03165519,354,48.2,458,0,0,0
9/19/23,14.09,4.269341475,4375.169188,4.47140384,4375.299805,8.279911457,358,41.4,458,0,0,0
9/20/23,13.76,4.171005165,4375.070943,4.400000095,4375.233189,8.281343804,328,41.7,414,0,0,0
9/21/23,14.26,4.153986099,4375.053925,4.333449032,4375.135833,8.338757945,327,39.7,411,0.02,0,0
9/22/23,13.84,4.201109123,4375.101075,4.235875163,4375.100098,9.218813475,343,38.6,428,0,0,0
9/23/23,13.82,4.23187172,4375.131805,4.199999809,4375.165353,9.47212845,352,42.7,443,0,0,0
9/24/23,13.86,4.220883839,4375.120831,4.265511324,4375.199707,10.05300495,348,42.6,437,0,0,0
9/25/23,15.50,4.204488697,4375.10443,4.300000191,4375.199707,8.494239571,339,40.7,429,0,0,0
9/26/23,13.48,4.193344833,4375.093303,4.300000191,4375.199707,7.964808145,342,39.7,425,0,0,0
9/27/23,14.12,4.208249546,4375.108173,4.300000191,4375.264241,8.042931724,347,42.9,433,0,0,0
9/28/23,13.78,4.212339649,4375.112282,4.364471533,4375.299805,8.175455466,343,44.4,431,0,0,0
9/29/23,13.92,4.157798914,4375.057748,4.400000095,4375.235791,8.59895273,321,50.9,409,0,0,0
9/30/23,13.50,4.155199276,4375.055133,4.336048683,4375.134452,9.305098454,329,47.4,410,0.05,0,0
10/1/23,14.17,4.221559759,4375.121496,4.234488676,4375.103378,9.542850834,342,50.1,437,0.01,0,0
10/2/23,14.55,4.193240858,4375.093187,4.203292716,4375.100098,9.067293551,332,46.8,421,0,0,0
10/3/23,14.64,4.103223589,4375.003107,4.199999809,4375.033482,7.171994323,312,39.1,383,0,0,0
10/4/23,13.15,4.012305053,4374.912233,4.133448746,4375,7.841587226,286,40.3,345,0,0,0
10/5/23,13.72,3.992980977,4374.892921,4.099999905,4375,7.878484713,285,38.7,339,0,0,0
10/6/23,13.29,3.999272161,4374.899167,4.099999905,4375,8.016879421,286,38.1,342,0,0,0
10/7/23,13.20,4.01429816,4374.914168,4.099999905,4375,9.00897573,291,39.2,349,0,0,0
10/8/23,13.56,4.032565052,4374.932423,4.099999905,4374.932516,9.306102113,296,39.5,357,0,0,0
10/9/23,14.20,4.120866538,4375.020783,4.032582291,4374.968427,8.142864291,330,36.9,395,0,0,0
10/10/23,13.67,4.136343154,4375.036245,4.068457474,4375,8.037461137,331,37.6,396,0,0,0
10/11/23,13.72,4.101698472,4375.001568,4.099999905,4375,7.478917688,327,35.5,384,0.03,0,0
10/12/23,13.31,4.143830142,4375.043746,4.099999905,4375,8.307379173,344,33.5,404,0,0,0
10/13/23,13.64,4.18117848,4375.081111,4.099999905,4375.069739,8.017634104,357,31.3,418,0,0,0
10/14/23,12.72,4.137036395,4375.036939,4.169670549,4375.035737,8.840871935,349,28.1,400,0,0,0
10/15/23,13.04,4.168700131,4375.068645,4.135701777,4375.064534,9.203924347,352,33.3,413,0,0,0
10/16/23,14.96,4.175944511,4375.075877,4.164471247,4375.100098,7.882570042,359,32.8,419,0,0,0
10/17/23,13.38,4.160918508,4375.060858,4.199999809,4375.034696,6.995246008,359,28.7,409,0,0,0
10/18/23,12.73,4.146793741,4375.046716,4.134661917,4375.066443,7.590860177,358,28.7,404,0,0,0
10/19/23,13.23,4.14951469,4375.049459,4.166377658,4375.100098,7.730681411,357,31.2,412,0,0,0
10/20/23,13.36,4.188682764,4375.088666,4.199999809,4375.100098,8.358145002,358,39.9,423,0,0,0
10/21/23,12.97,4.208162811,4375.108168,4.199999809,4375.100098,8.850964479,365,37.3,432,0,0,0
10/22/23,13.26,4.217157673,4375.1171,4.199999809,4375.100098,9.572561176,374,32.4,437,0,0,0
10/23/23,14.25,4.23859617,4375.138516,4.199999809,4375.149471,8.282289671,379,32.8,445,0,0,0
10/24/23,13.75,4.241837056,4375.141773,4.249566723,4375.199707,7.5672872,381,34.1,447,0,0,0
10/25/23,13.04,4.248786857,4375.14866,4.300000191,4375.199707,7.326500116,387,32.7,451,0.01,0,0
10/26/23,12.74,4.328110969,4375.227961,4.300000191,4375.166734,8.445870702,412,39,489,0,0,0
10/27/23,13.66,4.338561568,4375.23842,4.266897811,4375.166389,8.779019183,414,35.1,492,0,0,0
10/28/23,12.95,4.316845797,4375.216704,4.26655119,4375.199707,8.780718262,410,34.6,484,0,0,0
10/29/23,12.94,4.355823236,4375.255713,4.300000191,4375.238416,8.998002323,421,33.8,500,0,0,0
10/30/23,14.59,4.357694984,4375.257587,4.338648312,4375.299805,8.019354876,422,33.6,501,0,0,0
10/31/23,13.58,4.351542498,4375.251406,4.400000095,4375.299805,7.200077814,425,33.9,498,0,0,0
11/1/23,12.23,4.347729671,4375.247597,4.400000095,4375.368156,7.560381988,426,33.8,496,0,0,0
11/2/23,13.75,4.372807633,4375.272702,4.468284259,4375.358441,7.847261291,434,33.5,506,0,0,0
11/3/23,13.17,4.413622135,4375.313575,4.458578896,4375.407882,7.825373326,449,36.5,523,0,0,0
11/4/23,12.31,4.398509508,4375.298436,4.507972263,4375.5,9.210709067,446,32.9,516,0,0,0
11/5/23,13.46,4.376322801,4375.276219,4.599999905,4375.5,9.835176429,442,27.4,507,0,0,0
11/6/23,14.54,4.454436709,4375.354373,4.599999905,4375.540247,9.247350778,470,31.5,538,0.03,0,0
11/7/23,13.45,4.560173343,4375.460042,4.640207839,4375.463049,8.941186062,502,34.9,575,0,0,0
11/8/23,13.71,4.418960088,4375.318915,4.563084862,4375.336756,7.622060465,453,34.7,524,0,0,0
11/9/23,12.81,4.406776413,4375.306696,4.436915138,4375.299805,8.143483255,447,38.2,519,0,0,0
11/10/23,12.96,4.430779856,4375.330723,4.400000095,4375.427486,8.480265639,459,37.7,529,0,0,0
11/11/23,13.01,4.453587411,4375.353604,4.5275563,4375.5,9.036146001,465,39.7,537,0,0,0
11/12/23,13.21,4.445285919,4375.345232,4.599999905,4375.5,9.512129097,457,43.3,534,0,0,0
11/13/23,14.64,4.426915056,4375.32684,4.599999905,4375.435466,8.731403104,450,37.8,527,0,0,0
11/14/23,12.77,4.374430166,4375.274314,4.535528562,4375.440199,7.91808725,442,36.1,508,0,0,0
11/15/23,13.34,4.364894374,4375.264789,4.540257315,4375.436093,7.60238235,441,35.3,504,0.01,0,0
11/16/23,12.85,4.371445986,4375.271355,4.536155168,4375.399902,7.748941288,441,35.9,507,0,0,0
11/17/23,13.14,4.406551089,4375.306492,4.5,4375.399902,8.20633228,452,35.5,520,0,0,0
11/18/23,13.12,4.400987866,4375.300893,4.5,4375.399902,8.90103049,445,36.8,519,0.15,0,0
11/19/23,13.30,4.596343159,4375.496241,4.5,4375.537308,10.02325201,507,48.1,590,0,0,0
11/20/23,14.46,4.473500844,4375.373426,4.637435037,4375.333113,8.37801044,457,40.6,545,0,0,0
11/21/23,13.05,4.401819735,4375.301745,4.433275627,4375.285926,8.323640743,443,38.8,519,0,0,0
11/22/23,13.07,4.400606579,4375.300516,4.386135291,4375.26667,8.67781277,447,37.7,519,0,0,0
11/23/23,13.74,4.444991269,4375.344961,4.366897874,4375.319581,9.354709446,452,42.9,537,0.08,0,0
11/24/23,12.39,4.41277294,4375.3127,4.419757442,4375.299805,8.015104252,444,40.8,524,0,0,0
11/25/23,12.63,4.402582288,4375.302519,4.400000095,4375.299805,8.934147136,444,38.6,521,0,0,0
11/26/23,12.69,4.424263382,4375.324216,4.400000095,4375.33745,9.473958148,453,35.9,529,0,0,0
11/27/23,14.42,4.442668915,4375.342636,4.437608378,4375.325306,7.877622244,457,34.5,536,0,0,0
11/28/23,12.64,4.406863086,4375.306764,4.425476674,4375.299805,8.030079421,449,34.6,523,0,0,0
11/29/23,13.32,4.377331022,4375.277234,4.400000095,4375.299805,7.781701555,439,34.9,511,0,0,0
11/30/23,12.89,4.418509461,4375.318485,4.400000095,4375.34144,8.206831951,448,38.1,524,0,0,0
12/1/23,13.14,4.42715765,4375.327124,4.44159451,4375.33346,8.675291563,449,38.7,527,0,0,0
12/2/23,12.38,4.403327553,4375.303234,4.433622247,4375.361216,9.258343352,442,37.6,518,0,0,0
12/3/23,13.27,4.424419351,4375.324383,4.461351857,4375.399902,10.14671079,447,38.2,526,0,0,0
12/4/23,14.22,4.432330396,4375.332272,4.5,4375.423578,8.488599788,445,38,529,0,0,0
12/5/23,12.48,4.386421037,4375.286339,4.523652151,4375.427473,8.522461402,435,36.8,512,0,0,0
12/6/23,12.84,4.416308451,4375.316253,4.527543833,4375.4686,9.120018985,445,37,523,0,0,0
12/7/23,13.25,4.445805817,4375.345786,4.568630784,4375.368329,8.401179914,452,39.9,535,0,0,0
