,"Plant Influent
[Plant Influent Total Flow]",Vista Gauge Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
5/2/23,32.81,10.76516471,4381.665103,10.49376085,4381.393659,3440,341,3760,0.68,0,0
5/3/23,34.86,10.15336224,4381.053279,10.04610049,4380.946016,2750,318,3310,0.39,0.5,0
5/4/23,30.62,9.12944543,4380.029365,9.475389788,4380.375291,2360,170,2670,0,0,0
5/5/23,30.45,8.535181897,4379.43507,8.764991288,4379.664964,2090,127,2340,0,0,0
5/6/23,29.94,8.019306779,4378.919204,8.213344981,4379.113271,1850,104,2070,0.01,0,0
5/7/23,30.17,7.752651654,4378.652546,8.16360487,4379.063667,1720,93.7,1910,0,0,0
5/8/23,31.37,7.547105735,4378.446992,8.635528287,4379.535444,1610,88.6,1800,0,0,0
5/9/23,28.44,7.40145575,4378.301415,9.586308349,4380.486174,1550,81.5,1720,0,0,0
5/10/23,30.74,7.28357017,4378.183494,10.25511241,4381.154953,1500,80.4,1660,0,0,0
5/11/23,28.49,7.388630843,4378.28854,10.52582332,4381.425751,1560,79.5,1720,0,0,0
5/12/23,30.78,7.627902922,4378.52783,10.80658597,4381.706535,1690,79,1870,0,0,0
5/13/23,28.71,8.364679332,4379.264612,10.86932421,4381.769099,2120,93.1,2300,0,0,0
5/14/23,30.46,9.134713933,4380.034663,10.86533777,4381.765109,2590,135,2720,0.08,0,0
5/15/23,30.11,9.510017377,4380.409913,11.25251284,4382.152375,2830,165,2940,0,0,0
5/16/23,30.42,10.29161168,4381.191435,11.87954963,4382.779514,3440,249,3470,0,0,0
5/17/23,29.71,10.9658579,4381.865763,12.58942799,4383.489309,3980,336,3940,0,0,0
5/18/23,29.90,11.03726166,4381.93714,12.77382989,4383.67382,3880,348,3960,0,0,0
5/19/23,30.39,10.74003466,4381.639934,12.44350092,4383.343348,3720,311,3780,0,0,0
5/20/23,29.65,11.16949744,4382.069434,12.23587516,4383.135833,4150,373,4100,0,0,0
5/21/23,30.49,11.91837093,4382.81823,12.32616953,4383.226083,4620,494,4660,0.05,0,0
5/22/23,31.31,12.27746973,4383.177409,12.58197552,4383.481958,4790,556,4900,0,0,0
5/23/23,30.58,12.36949741,4383.269368,12.4377815,4383.337836,4770,564,4920,0,0,0
5/24/23,30.49,11.65961867,4382.559498,11.95233971,4382.852195,4290,447,4380,0,0,0
5/25/23,29.97,11.05095323,4381.95083,11.80000019,4382.699707,3830,354,3930,0,0,0
5/26/23,30.52,10.70641253,4381.606298,11.1126516,4382.0126,3570,310,3690,0.33,0,0
5/27/23,31.26,10.47105732,4381.370977,10.76204511,4381.6619,3370,292,3550,0.07,0,0
5/28/23,29.17,10.44142122,4381.341266,10.92651653,4381.826347,3370,284,3520,0.2,0,0
5/29/23,31.26,10.25944542,4381.159341,10.87591,4381.775691,3220,304,3470,0.37,0,0
5/30/23,32.98,10.19722717,4381.097187,10.68006963,4381.579952,3300,295,3480,0,0,0
5/31/23,31.30,9.996083207,4380.896072,10.23951487,4381.139482,3260,246,3200,0.09,0,0
6/1/23,31.79,9.760883868,4380.660828,10.25788537,4381.157725,2980,218,3040,0,0,0
6/2/23,31.05,9.42532061,4380.325237,10.26967045,4381.169666,2700,192,2840,0,0,0
6/3/23,30.67,9.199809402,4380.099686,10.00710541,4380.907015,2560,177,2720,0,0,0
6/4/23,30.31,9.340103987,4380.240008,9.778682577,4380.678665,2650,186,2800,0,0,0
6/5/23,30.79,9.370051956,4380.269951,9.764124837,4380.663972,2630,191,2810,0.03,0,0
6/6/23,31.02,9.436464467,4380.336306,9.800000191,4380.699707,2670,198,2850,0.01,0,0
6/7/23,30.14,9.260121342,4380.160025,9.862218206,4380.761986,2520,191,2740,0,0,0
6/8/23,30.74,8.883778212,4379.783646,10.1578856,4381.057627,2280,177,2530,0.03,0,0
6/9/23,31.82,8.507417669,4379.407292,10.10658586,4381.006419,2050,164,2320,0,0,0
6/10/23,29.96,8.435580573,4379.335453,10.17365696,4381.073446,2040,167,2300,0.07,0,0
6/11/23,30.78,8.646759038,4379.546661,9.994974194,4380.894681,2160,189,2430,0.3,0,0
6/12/23,32.92,9.149012134,4380.048898,9.734835297,4380.634797,2300,267,2670,0.02,0,0
6/13/23,31.54,8.763448859,4379.663346,9.03258243,4379.932615,2150,221,2470,0.16,0,0
6/14/23,32.51,8.681438497,4379.581341,8.469150951,4379.369106,2110,237,2410,0,0,0
6/15/23,31.27,8.342859638,4379.242801,8.190987908,4379.091012,1970,206,2230,0,0,0
6/16/23,31.34,7.898301581,4378.7982,8.070363909,4378.970335,1750,189,1970,0,0,0
6/17/23,30.61,7.458561553,4378.358435,7.743500805,4378.643466,1540,179,1730,0,0,0
6/18/23,30.31,7.478769511,4378.378658,7.43223565,4378.332191,1560,179,1750,0,0,0
6/19/23,30.92,7.429081445,4378.328995,7.257019018,4378.156968,1480,179,1710,0,0,0
6/20/23,30.52,6.767417675,4377.667322,6.825649824,4377.725643,1200,155,1390,0,0,0
6/21/23,30.13,6.274402046,4377.174339,6.419930752,4377.319755,996,145,1190,0,0,0
6/22/23,29.89,5.912651645,4376.812556,6.300000191,4377.199707,840,145,1060,0.01,0,0
6/23/23,30.25,5.829549397,4376.729448,6.235701852,4377.13566,825,143,1030,0,0,0
6/24/23,29.40,5.808180253,4376.708072,6.138821358,4377.038859,797,137,1020,0,0,0
6/25/23,29.12,5.788734848,4376.688624,5.973483561,4376.87336,803,137,1010,0,0,0
6/26/23,30.59,5.777798911,4376.677751,5.965164678,4376.865033,794,136,1010,0,0,0
6/27/23,29.58,5.591594473,4376.491478,5.935875278,4376.835715,713,135,935,0,0,0
6/28/23,29.09,5.422980924,4376.322895,5.639341454,4376.53921,666,129,879,0,0,0
6/29/23,29.45,5.362564998,4376.26246,5.5,4376.399902,668,119,861,0,0,0
6/30/23,29.86,5.390935897,4376.290816,5.450260013,4376.350114,689,122,871,0,0,0
7/1/23,29.40,5.527798953,4376.427709,5.487001745,4376.386891,734,129,918,0,0,0
7/2/23,28.08,5.559774676,4376.459698,5.52149042,4376.421442,744,129,928,0,0,0
7/3/23,29.43,5.529843993,4376.429775,5.489081466,4376.388973,728,129,914,0,0,0
7/4/23,28.21,5.323067615,4376.222946,5.276083205,4376.175969,653,126,843,0,0,0
7/5/23,28.39,5.201005199,4376.100908,5.089774695,4375.989678,614,125,805,0,0,0
7/6/23,29.25,5.040398625,4375.940289,4.940208029,4375.840052,558,121,762,0,0,0
7/7/23,29.60,4.883292896,4375.783193,4.736568504,4375.636423,503,114,720,0,0,0
7/8/23,28.26,4.734367377,4375.634311,4.513344875,4375.41326,447,109,675,0,0,0
7/9/23,28.94,4.684488733,4375.584393,4.405026087,4375.304836,427,111,660,0,0,0
7/10/23,29.29,4.701351834,4375.601239,4.536221803,4375.43616,433,109,664,0,0,0
7/11/23,28.55,4.576048541,4375.475936,4.546620406,4375.446568,394,101,621,0,0,0
7/12/23,28.31,4.456551074,4375.356507,4.489948017,4375.389841,357,99,582,0,0,0
7/13/23,28.51,4.4044887,4375.304427,4.488214916,4375.388106,346,97.2,565,0,0,0
7/14/23,28.62,4.412270333,4375.312205,4.5,4375.399902,351,95.5,568,0,0,0
7/15/23,28.26,4.516447152,4375.416338,4.5,4375.399902,395,92.3,603,0,0,0
7/16/23,28.39,4.657608321,4375.557509,4.589081371,4375.489071,437,88.1,644,0,0,0
7/17/23,28.88,4.64455804,4375.54448,4.731022622,4375.630831,437,86.1,639,0,0,0
7/18/23,28.37,4.611161193,4375.511049,4.729809282,4375.629791,427,83.3,625,0,0,0
7/19/23,28.47,4.537487082,4375.437307,4.600346525,4375.500347,404,80.5,601,0,0,0
7/20/23,27.62,4.406325787,4375.306266,4.532755601,4375.43269,370,70.2,554,0,0,0
7/21/23,28.15,4.324038162,4375.223906,4.431542526,4375.331378,347,66,522,0,0,0
7/22/23,27.85,4.260225314,4375.160116,4.330676071,4375.230413,322,64.6,495,0,0,0
7/23/23,27.80,4.174124746,4375.074066,4.300000191,4375.199707,296,64.8,456,0,0,0
7/24/23,28.58,4.184315371,4375.084273,4.232582256,4375.132553,300,60.2,458,0,0,0
7/25/23,27.11,4.059341463,4374.959209,4.133795366,4375.033828,268,56.1,400,0,0,0
7/26/23,27.53,4.113275545,4375.013196,4.099999905,4375,285,56.1,423,0,0,0
7/27/23,27.93,4.084488776,4374.984349,4.099999905,4375,275,52.7,407,0,0,0
7/28/23,27.77,4.064211507,4374.964043,4.099999905,4375,277,45.2,397,0,0,0
7/29/23,27.55,4.108110912,4375.00802,4.099999905,4375,308,40.7,427,0,0,0
7/30/23,27.35,4.282755694,4375.182595,4.22651655,4375.126331,352,44.2,497,0,0,0
7/31/23,28.23,4.307972341,4375.207802,4.300000191,4375.199707,360,43.3,504,0,0,0
8/1/23,27.38,4.259272081,4375.159191,4.300000191,4375.199707,346,40.7,480,0,0,0
8/2/23,28.44,4.209826604,4375.109817,4.232755567,4375.132725,340,37,463,0,0,0
8/3/23,27.41,4.231317031,4375.131349,4.267417744,4375.167252,344,36.1,465,0,0,0
8/4/23,27.78,4.278214921,4375.178101,4.231715701,4375.13169,355,40.6,489,0,0,0
8/5/23,28.02,4.280311992,4375.18018,4.265338013,4375.16518,340,46.7,483,0,0,0
8/6/23,27.71,4.290727943,4375.19059,4.300000191,4375.199707,345,51.6,490,0,0,0
8/7/23,28.25,4.344107493,4375.243968,4.363258363,4375.263027,352,51,509,0,0,0
8/8/23,27.22,4.281386532,4375.181238,4.335702063,4375.235444,325,47.1,478,0,0,0
8/9/23,28.07,4.238266847,4375.138221,4.233622121,4375.133589,331,42.1,459,0,0,0
8/10/23,26.68,4.213223527,4375.11317,4.199999809,4375.100098,365,33.8,444,0,0,0
8/11/23,26.85,4.207469601,4375.107443,4.199999809,4375.100098,374,35.4,442,0,0,0
8/12/23,26.38,4.235320595,4375.135253,4.199999809,4375.100098,372,40.6,453,0,0,0
8/13/23,27.06,4.241559738,4375.141518,4.264298148,4375.164145,368,43.6,454,0,0,0
8/14/23,27.73,4.321230535,4375.221099,4.300000191,4375.199707,395,47.1,493,0.07,0,0
8/15/23,26.92,4.432114346,4375.332057,4.432755697,4375.332592,402,64.5,527,0,0,0
8/16/23,27.57,4.290606639,4375.190454,4.433795557,4375.333633,376,48.8,469,0,0,0
8/17/23,25.41,4.28644716,4375.18633,4.466551158,4375.366421,379,48.4,469,0,0,0
8/18/23,26.78,4.249064139,4375.148952,4.696013989,4375.595789,365,41.3,450,0.02,0,0
8/19/23,26.51,4.246741742,4375.146671,4.800000191,4375.699707,374,34.3,449,0,0,0
8/20/23,26.54,4.289999995,4375.189908,4.800000191,4375.699707,391,34.8,474,0.21,0,0
8/21/23,29.48,4.654748661,4375.554691,4.593067678,4375.492881,462,71.9,612,0.1,0,0
8/22/23,26.84,4.51639517,4375.416275,4.416637861,4375.316459,427,60.9,559,0.02,0,0
8/23/23,27.25,4.376741761,4375.276651,4.334835513,4375.234576,383,59.8,507,0,0,0
8/24/23,26.85,4.330416001,4375.230261,4.277643171,4375.177351,383,55.4,488,0,0,0
8/25/23,26.80,4.303188962,4375.203036,4.300000191,4375.199707,388,51.9,475,0,0,0
8/26/23,26.63,4.256741855,4375.156555,4.300000191,4375.199707,382,44.5,458,0,0,0
8/27/23,27.22,4.287331071,4375.187184,4.300000191,4375.199707,388,42.4,470,0,0,0
8/28/23,27.88,4.328058987,4375.227898,4.300000191,4375.199707,403,41.6,488,0,0,0
8/29/23,26.71,4.252409012,4375.152312,4.364298223,4375.264068,380,40.1,449,0,0,0
8/30/23,26.62,4.208180228,4375.108097,4.335702063,4375.235444,373,34,431,0,0,0
8/31/23,26.71,4.169844,4375.069768,4.300000191,4375.199707,362,31.7,413,0,0,0
9/1/23,26.55,4.165979195,4375.065889,4.366377944,4375.26615,367,28.2,418,0.11,0,0
9/2/23,26.39,4.495684578,4375.395584,4.465337988,4375.365206,434,66,555,0.09,0,0
9/3/23,27.02,4.587382999,4375.487302,4.744887421,4375.644715,431,91.3,587,0.34,0,0
9/4/23,28.29,4.650190632,4375.550103,4.617504223,4375.517519,431,104,603,0,0,0
9/5/23,28.71,4.465961871,4375.365865,4.486481815,4375.386371,404,73,540,0,0,0
9/6/23,27.71,4.376100504,4375.276019,4.368111044,4375.267884,387,64.3,505,0,0,0
9/7/23,26.95,4.276360508,4375.17624,4.300520121,4375.200227,364,56.5,461,0,0,0
9/8/23,27.22,4.203778069,4375.103777,4.235701852,4375.13566,349,51.5,428,0,0,0
9/9/23,26.99,4.217209637,4375.117182,4.199999809,4375.100098,356,49.1,435,0,0,0
9/10/23,27.81,4.212807568,4375.112769,4.218544074,4375.118569,355,46,433,0,0,0
9/11/23,27.04,4.235441895,4375.135391,4.26655119,4375.166389,366,43,445,0,0,0
9/12/23,27.49,4.232010341,4375.131972,4.300000191,4375.199707,370,35.9,443,0,0,0
9/13/23,26.48,4.190086609,4375.090036,4.23344881,4375.133416,351,39.3,420,0,0,0
9/14/23,26.70,4.135701914,4375.035596,4.199999809,4375.100098,334,40.3,399,0,0,0
9/15/23,26.68,4.114332764,4375.014226,4.199999809,4375.100098,325,41.1,397,0,0,0
9/16/23,26.35,4.201767718,4375.101717,4.267071122,4375.166907,342,45.9,428,0,0,0
9/17/23,27.10,4.218700081,4375.118697,4.501733101,4375.401637,339,49.5,438,0,0,0
9/18/23,27.52,4.260883808,4375.160862,4.47140384,4375.371278,354,48.2,458,0,0,0
9/19/23,26.94,4.269341475,4375.169188,4.400000095,4375.299805,358,41.4,458,0,0,0
9/20/23,26.79,4.171005165,4375.070943,4.333449032,4375.233189,328,41.7,414,0,0,0
9/21/23,27.32,4.153986099,4375.053925,4.235875163,4375.135833,327,39.7,411,0.02,0,0
9/22/23,26.86,4.201109123,4375.101075,4.199999809,4375.100098,343,38.6,428,0,0,0
9/23/23,27.01,4.23187172,4375.131805,4.265511324,4375.165353,352,42.7,443,0,0,0
9/24/23,27.25,4.220883839,4375.120831,4.300000191,4375.199707,348,42.6,437,0,0,0
9/25/23,28.75,4.204488697,4375.10443,4.300000191,4375.199707,339,40.7,429,0,0,0
9/26/23,26.24,4.193344833,4375.093303,4.300000191,4375.199707,342,39.7,425,0,0,0
9/27/23,26.98,4.208249546,4375.108173,4.364471533,4375.264241,347,42.9,433,0,0,0
9/28/23,26.65,4.212339649,4375.112282,4.400000095,4375.299805,343,44.4,431,0,0,0
9/29/23,26.73,4.157798914,4375.057748,4.336048683,4375.235791,321,50.9,409,0,0,0
9/30/23,26.60,4.155199276,4375.055133,4.234488676,4375.134452,329,47.4,410,0.05,0,0
10/1/23,27.49,4.221559759,4375.121496,4.203292716,4375.103378,342,50.1,437,0.01,0,0
10/2/23,27.64,4.193240858,4375.093187,4.199999809,4375.100098,332,46.8,421,0,0,0
10/3/23,27.33,4.103223589,4375.003107,4.133448746,4375.033482,312,39.1,383,0,0,0
10/4/23,25.78,4.012305053,4374.912233,4.099999905,4375,286,40.3,345,0,0,0
10/5/23,26.11,3.992980977,4374.892921,4.099999905,4375,285,38.7,339,0,0,0
10/6/23,25.65,3.999272161,4374.899167,4.099999905,4375,286,38.1,342,0,0,0
10/7/23,25.74,4.01429816,4374.914168,4.099999905,4375,291,39.2,349,0,0,0
10/8/23,26.42,4.032565052,4374.932423,4.032582291,4374.932516,296,39.5,357,0,0,0
10/9/23,27.10,4.120866538,4375.020783,4.068457474,4374.968427,330,36.9,395,0,0,0
10/10/23,26.29,4.136343154,4375.036245,4.099999905,4375,331,37.6,396,0,0,0
10/11/23,26.30,4.101698472,4375.001568,4.099999905,4375,327,35.5,384,0.03,0,0
10/12/23,25.91,4.143830142,4375.043746,4.099999905,4375,344,33.5,404,0,0,0
10/13/23,26.26,4.18117848,4375.081111,4.169670549,4375.069739,357,31.3,418,0,0,0
10/14/23,25.31,4.137036395,4375.036939,4.135701777,4375.035737,349,28.1,400,0,0,0
10/15/23,26.05,4.168700131,4375.068645,4.164471247,4375.064534,352,33.3,413,0,0,0
10/16/23,27.70,4.175944511,4375.075877,4.199999809,4375.100098,359,32.8,419,0,0,0
10/17/23,25.81,4.160918508,4375.060858,4.134661917,4375.034696,359,28.7,409,0,0,0
10/18/23,25.22,4.146793741,4375.046716,4.166377658,4375.066443,358,28.7,404,0,0,0
10/19/23,25.66,4.14951469,4375.049459,4.199999809,4375.100098,357,31.2,412,0,0,0
10/20/23,25.83,4.188682764,4375.088666,4.199999809,4375.100098,358,39.9,423,0,0,0
10/21/23,25.76,4.208162811,4375.108168,4.199999809,4375.100098,365,37.3,432,0,0,0
10/22/23,26.47,4.217157673,4375.1171,4.199999809,4375.100098,374,32.4,437,0,0,0
10/23/23,27.00,4.23859617,4375.138516,4.249566723,4375.149471,379,32.8,445,0,0,0
10/24/23,26.37,4.241837056,4375.141773,4.300000191,4375.199707,381,34.1,447,0,0,0
10/25/23,25.78,4.248786857,4375.14866,4.300000191,4375.199707,387,32.7,451,0.01,0,0
10/26/23,25.64,4.328110969,4375.227961,4.266897811,4375.166734,412,39,489,0,0,0
10/27/23,26.45,4.338561568,4375.23842,4.26655119,4375.166389,414,35.1,492,0,0,0
10/28/23,25.59,4.316845797,4375.216704,4.300000191,4375.199707,410,34.6,484,0,0,0
10/29/23,25.91,4.355823236,4375.255713,4.338648312,4375.238416,421,33.8,500,0,0,0
10/30/23,27.13,4.357694984,4375.257587,4.400000095,4375.299805,422,33.6,501,0,0,0
10/31/23,25.80,4.351542498,4375.251406,4.400000095,4375.299805,425,33.9,498,0,0,0
11/1/23,24.82,4.347729671,4375.247597,4.468284259,4375.368156,426,33.8,496,0,0,0
11/2/23,26.20,4.372807633,4375.272702,4.458578896,4375.358441,434,33.5,506,0,0,0
11/3/23,25.61,4.413622135,4375.313575,4.507972263,4375.407882,449,36.5,523,0,0,0
11/4/23,25.20,4.398509508,4375.298436,4.599999905,4375.5,446,32.9,516,0,0,0
11/5/23,26.73,4.376322801,4375.276219,4.599999905,4375.5,442,27.4,507,0,0,0
11/6/23,27.42,4.454436709,4375.354373,4.640207839,4375.540247,470,31.5,538,0.03,0,0
11/7/23,26.13,4.560173343,4375.460042,4.563084862,4375.463049,502,34.9,575,0,0,0
11/8/23,25.98,4.418960088,4375.318915,4.436915138,4375.336756,453,34.7,524,0,0,0
11/9/23,24.87,4.406776413,4375.306696,4.400000095,4375.299805,447,38.2,519,0,0,0
11/10/23,25.35,4.430779856,4375.330723,4.5275563,4375.427486,459,37.7,529,0,0,0
11/11/23,25.53,4.453587411,4375.353604,4.599999905,4375.5,465,39.7,537,0,0,0
11/12/23,26.13,4.445285919,4375.345232,4.599999905,4375.5,457,43.3,534,0,0,0
11/13/23,26.93,4.426915056,4375.32684,4.535528562,4375.435466,450,37.8,527,0,0,0
11/14/23,24.88,4.374430166,4375.274314,4.540257315,4375.440199,442,36.1,508,0,0,0
11/15/23,25.41,4.364894374,4375.264789,4.536155168,4375.436093,441,35.3,504,0.01,0,0
11/16/23,24.88,4.371445986,4375.271355,4.5,4375.399902,441,35.9,507,0,0,0
11/17/23,25.14,4.406551089,4375.306492,4.5,4375.399902,452,35.5,520,0,0,0
11/18/23,25.64,4.400987866,4375.300893,4.5,4375.399902,445,36.8,519,0.15,0,0
11/19/23,26.27,4.596343159,4375.496241,4.637435037,4375.537308,507,48.1,590,0,0,0
11/20/23,26.73,4.473500844,4375.373426,4.433275627,4375.333113,457,40.6,545,0,0,0
11/21/23,25.18,4.401819735,4375.301745,4.386135291,4375.285926,443,38.8,519,0,0,0
11/22/23,25.37,4.400606579,4375.300516,4.366897874,4375.26667,447,37.7,519,0,0,0
11/23/23,26.42,4.444991269,4375.344961,4.419757442,4375.319581,452,42.9,537,0.08,0,0
11/24/23,24.01,4.41277294,4375.3127,4.400000095,4375.299805,444,40.8,524,0,0,0
11/25/23,24.63,4.402582288,4375.302519,4.400000095,4375.299805,444,38.6,521,0,0,0
11/26/23,25.24,4.424263382,4375.324216,4.437608378,4375.33745,453,35.9,529,0,0,0
11/27/23,26.55,4.442668915,4375.342636,4.425476674,4375.325306,457,34.5,536,0,0,0
11/28/23,24.72,4.406863086,4375.306764,4.400000095,4375.299805,449,34.6,523,0,0,0
11/29/23,25.38,4.377331022,4375.277234,4.400000095,4375.299805,439,34.9,511,0,0,0
11/30/23,24.99,4.418509461,4375.318485,4.44159451,4375.34144,448,38.1,524,0,0,0
12/1/23,25.21,4.42715765,4375.327124,4.433622247,4375.33346,449,38.7,527,0,0,0
12/2/23,24.66,4.403327553,4375.303234,4.461351857,4375.361216,442,37.6,518,0,0,0
12/3/23,25.99,4.424419351,4375.324383,4.5,4375.399902,447,38.2,526,0,0,0
12/4/23,26.44,4.432330396,4375.332272,4.523652151,4375.423578,445,38,529,0,0,0
12/5/23,24.58,4.386421037,4375.286339,4.527543833,4375.427473,435,36.8,512,0,0,0
12/6/23,24.89,4.416308451,4375.316253,4.568630784,4375.4686,445,37,523,0,0,0
12/7/23,25.22,4.445805817,4375.345786,4.468457569,4375.368329,452,39.9,535,0,0,0
12/8/23,25.19,4.411213143,4375.311145,4.368457664,4375.268231,440,38.8,521,0,0,0
12/9/23,24.75,4.361594477,4375.261473,4.400000095,4375.299805,423,36.1,502,0,0,0
12/10/23,25.82,4.376655117,4375.276553,4.400000095,4375.299805,431,35.7,508,0,0,0
12/11/23,26.90,4.393431521,4375.293355,4.400000095,4375.299805,430,36.2,514,0,0,0
12/12/23,24.39,4.386013842,4375.28594,4.400000095,4375.299805,431,35.8,511,0,0,0
12/13/23,24.55,4.379150765,4375.279068,4.510745224,4375.410658,428,37.1,509,0,0,0
12/14/23,26.27,4.40807619,4375.308047,4.734835453,4375.634638,432,35.7,520,0,0,0
12/15/23,24.44,4.376104343,4375.276011,5.2643479,4376.164175,426,35.4,507,0,0,0
12/16/23,24.71,4.363119593,4375.263013,5.331369312,4376.231107,422,35.8,503,0,0,0
12/17/23,26.21,4.412928908,4375.312866,5.300000191,4376.199707,439,35.9,525,0,0,0
12/18/23,26.93,4.672131702,4375.572048,5.29618726,4376.196003,495,62.2,610,0.33,0,0
12/19/23,26.77,4.954263461,4375.854136,5.092027827,4375.99183,583,75.3,701,0.05,0,0
12/20/23,24.58,4.854337971,4375.754248,4.694250859,4375.594166,555,57.8,667,0,0,0
12/21/23,24.53,4.550017415,4375.449834,4.47642981,4375.376332,466,46.8,576,0,0,0
12/22/23,25.26,4.48325823,4375.383163,4.478162932,4375.378044,448,41.9,549,0,0,0
12/23/23,25.57,4.406793751,4375.306707,4.400000095,4375.299805,425,39.9,519,0,0,0
12/24/23,25.87,4.393102255,4375.293003,4.465511298,4375.36538,421,37.2,514,0,0,0
12/25/23,24.13,4.400000014,4375.299888,4.47660312,4375.376505,427,36.6,517,0,0,0
12/26/23,23.45,4.389618707,4375.289531,4.432928984,4375.332789,426,36,513,0,0,0
12/27/23,26.39,4.417434984,4375.317363,4.469670739,4375.369543,433,36.5,524,0,0,0
12/28/23,25.14,4.401837057,4375.301771,4.5,4375.399902,429,36.2,517,0,0,0
12/29/23,25.93,4.399688012,4375.299621,4.432582387,4375.332419,426,36.7,517,0,0,0
12/30/23,24.97,4.394350097,4375.294241,4.377123145,4375.276928,422,39.4,514,0.02,0,0
12/31/23,26.06,4.377071008,4375.277024,4.400000095,4375.299805,414,42.2,507,0,0,0
1/1/24,25.74,4.310641289,4375.210502,4.333795652,4375.233536,386,41.2,477,0,0,0
1/2/24,25.35,4.162252989,4375.0622,4.234488676,4375.134452,339,39.7,410,0.01,0,0
1/3/24,24.45,4.153934129,4375.05385,4.187694795,4375.087781,340,41,406,0,0,0
1/4/24,25.46,4.197850917,4375.097791,4.165511107,4375.065575,354,40.3,431,0,0,0
1/5/24,25.77,4.212131638,4375.112113,4.199999809,4375.100098,352,39.5,433,0,0,0
1/6/24,23.80,4.190987789,4375.090972,4.199999809,4375.100098,350,38.7,423,0.11,1.8,0
1/7/24,24.67,4.18180236,4375.081773,4.137781498,4375.037819,353,37.7,420,0,0,1.2
1/8/24,26.72,4.207036361,4375.106973,4.216984461,4375.116826,369,33.8,431,0,0,1.2
1/9/24,24.89,4.26435762,4375.16428,4.262847273,4375.162698,384,36.8,458,0,0,0
1/10/24,25.09,4.235944564,4375.135823,4.341074675,4375.240822,373,42.4,452,0.85,6.4,0
1/11/24,23.35,4.249289435,4375.149185,4.380069438,4375.279855,373,42.3,451,0,0,5.9
1/12/24,25.27,4.206932379,4375.106866,4.340901365,4375.240648,364,39.8,431,0,0,5.1
1/13/24,24.60,4.334263445,4375.234152,4.427556395,4375.327388,394,47.8,489,0,0,3.1
1/14/24,27.77,4.487105651,4375.387078,4.427729705,4375.327561,411,72.3,551,0,0,0
1/15/24,26.89,4.355944552,4375.255836,4.381282609,4375.281069,383,56.9,499,0,0,0
1/16/24,25.27,4.27946281,4375.179291,4.335355443,4375.235097,373,46.2,465,0.03,0,0
1/17/24,26.08,4.293830225,4375.193662,4.300000191,4375.199707,382,45.9,472,0,0,0
1/18/24,24.69,4.307400378,4375.207271,4.474870041,4375.374748,386,43.6,479,0,0,0
1/19/24,25.38,4.222963547,4375.122925,4.433795557,4375.333633,355,41.9,438,0,0,0
1/20/24,24.88,4.196672407,4375.096613,4.300000191,4375.199707,344,41.3,426,0,0,0
1/21/24,25.88,4.234696673,4375.134634,4.411611855,4375.311443,359,41.2,444,0,0,0
1/22/24,26.43,4.277781612,4375.177701,4.394107553,4375.293906,374,42,464,0.1,0,0
1/23/24,25.19,4.296204561,4375.19605,4.29601404,4375.195736,378,46,473,0,0,0
1/24/24,25.00,4.189774635,4375.089741,4.199999809,4375.100098,349,42.1,429,0,0,0
1/25/24,24.06,4.168145534,4375.068095,4.164644544,4375.064721,344,40.6,413,0,0,0
1/26/24,26.09,4.174280706,4375.074241,4.190814376,4375.090903,347,39.2,416,0,0,0
1/27/24,24.30,4.177452309,4375.077386,4.199999809,4375.100098,347,38.1,417,0,0,0
1/28/24,26.41,4.155927204,4375.055835,4.445407147,4375.345445,339,36.9,407,0,0,0
1/29/24,26.89,4.166360466,4375.066283,4.475216661,4375.375095,344,37.5,412,0,0,0
1/30/24,25.33,4.165927153,4375.065888,4.333968962,4375.233709,345,38.8,412,0,0,0
1/31/24,25.45,4.144263408,4375.04419,4.2587522,4375.15862,333,38.9,402,0,0,0
2/1/24,25.28,4.164072753,4375.064013,4.199999809,4375.100098,342,44.7,412,0.08,0,0
2/2/24,26.13,4.222738249,4375.122694,4.189601206,4375.089689,357,44.1,438,0,0,0
2/3/24,25.80,4.129532055,4375.029442,4.136568327,4375.036604,333,40.9,402,0,0,0
2/4/24,27.41,4.158197526,4375.058149,4.099999905,4375,331,43.2,409,0.66,8.5,0
2/5/24,29.57,4.472218361,4375.37213,4.354246055,4375.254195,383,84.7,543,0.12,0,5.9
2/6/24,28.05,4.374303171,4375.27417,4.399651664,4375.299456,352,82.2,503,0.01,0,0
2/7/24,27.81,4.211334445,4375.111282,4.237781583,4375.137732,334,56.8,432,0,0,0
2/8/24,27.04,4.142513007,4375.042406,4.159445255,4375.059503,321,49.6,401,0,0,0
2/9/24,27.71,4.136412483,4375.036311,4.161005046,4375.061065,324,45,399,0,0,0
2/10/24,27.35,4.12953208,4375.029416,4.104852586,4375.004857,325,42.8,396,0,0,0
2/11/24,29.03,4.139982637,4375.039918,4.099999905,4375,327,41.2,400,0,0,0
2/12/24,27.36,4.114298094,4375.014207,4.166897588,4375.066963,323,41.9,390,0,0,0
2/13/24,27.06,4.105511282,4375.005396,4.199999809,4375.100098,312,46.1,385,0,0,0
